dt,dr,dh
0.000279,-0.00050416,-0.00049873
0.0002791,-0.00050405,-0.00049863
0.0002792,-0.00050395,-0.00049853
0.0002793,-0.00050384,-0.00049843
0.0002794,-0.00050374,-0.00049832
0.0002795,-0.00050364,-0.00049822
0.0002796,-0.00050353,-0.00049812
0.0002797,-0.00050343,-0.00049802
0.0002798,-0.00050332,-0.00049791
0.0002799,-0.00050322,-0.00049781
0.00028,-0.00050312,-0.00049771
0.0002801,-0.00050301,-0.0004976
0.0002802,-0.00050291,-0.0004975
0.0002803,-0.00050281,-0.0004974
0.0002804,-0.0005027,-0.0004973
0.0002805,-0.0005026,-0.00049719
0.0002806,-0.0005025,-0.00049709
0.0002807,-0.00050239,-0.00049699
0.0002808,-0.00050229,-0.00049689
0.0002809,-0.00050218,-0.00049678
0.000281,-0.00050208,-0.00049668
0.0002811,-0.00050198,-0.00049658
0.0002812,-0.00050187,-0.00049648
0.0002813,-0.00050177,-0.00049638
0.0002814,-0.00050167,-0.00049627
0.0002815,-0.00050156,-0.00049617
0.0002816,-0.00050146,-0.00049607
0.0002817,-0.00050136,-0.00049597
0.0002818,-0.00050125,-0.00049586
0.0002819,-0.00050115,-0.00049576
0.000282,-0.00050105,-0.00049566
0.0002821,-0.00050094,-0.00049556
0.0002822,-0.00050084,-0.00049546
0.0002823,-0.00050074,-0.00049535
0.0002824,-0.00050063,-0.00049525
0.0002825,-0.00050053,-0.00049515
0.0002826,-0.00050043,-0.00049505
0.0002827,-0.00050032,-0.00049494
0.0002828,-0.00050022,-0.00049484
0.0002829,-0.00050012,-0.00049474
0.000283,-0.00050002,-0.00049464
0.0002831,-0.00049991,-0.00049454
0.0002832,-0.00049981,-0.00049443
0.0002833,-0.00049971,-0.00049433
0.0002834,-0.0004996,-0.00049423
0.0002835,-0.0004995,-0.00049413
0.0002836,-0.0004994,-0.00049403
0.0002837,-0.00049929,-0.00049393
0.0002838,-0.00049919,-0.00049382
0.0002839,-0.00049909,-0.00049372
0.000284,-0.00049899,-0.00049362
0.0002841,-0.00049888,-0.00049352
0.0002842,-0.00049878,-0.00049342
0.0002843,-0.00049868,-0.00049331
0.0002844,-0.00049857,-0.00049321
0.0002845,-0.00049847,-0.00049311
0.0002846,-0.00049837,-0.00049301
0.0002847,-0.00049827,-0.00049291
0.0002848,-0.00049816,-0.00049281
0.0002849,-0.00049806,-0.0004927
0.000285,-0.00049796,-0.0004926
0.0002851,-0.00049785,-0.0004925
0.0002852,-0.00049775,-0.0004924
0.0002853,-0.00049765,-0.0004923
0.0002854,-0.00049755,-0.0004922
0.0002855,-0.00049744,-0.0004921
0.0002856,-0.00049734,-0.00049199
0.0002857,-0.00049724,-0.00049189
0.0002858,-0.00049714,-0.00049179
0.0002859,-0.00049703,-0.00049169
0.000286,-0.00049693,-0.00049159
0.0002861,-0.00049683,-0.00049149
0.0002862,-0.00049673,-0.00049139
0.0002863,-0.00049662,-0.00049128
0.0002864,-0.00049652,-0.00049118
0.0002865,-0.00049642,-0.00049108
0.0002866,-0.00049632,-0.00049098
0.0002867,-0.00049621,-0.00049088
0.0002868,-0.00049611,-0.00049078
0.0002869,-0.00049601,-0.00049068
0.000287,-0.00049591,-0.00049058
0.0002871,-0.00049581,-0.00049047
0.0002872,-0.0004957,-0.00049037
0.0002873,-0.0004956,-0.00049027
0.0002874,-0.0004955,-0.00049017
0.0002875,-0.0004954,-0.00049007
0.0002876,-0.0004953,-0.00048997
0.0002877,-0.00049519,-0.00048987
0.0002878,-0.00049509,-0.00048977
0.0002879,-0.00049499,-0.00048967
0.000288,-0.00049489,-0.00048957
0.0002881,-0.00049478,-0.00048946
0.0002882,-0.00049468,-0.00048936
0.0002883,-0.00049458,-0.00048926
0.0002884,-0.00049448,-0.00048916
0.0002885,-0.00049438,-0.00048906
0.0002886,-0.00049427,-0.00048896
0.0002887,-0.00049417,-0.00048886
0.0002888,-0.00049407,-0.00048876
0.0002889,-0.00049397,-0.00048866
0.000289,-0.00049387,-0.00048856
0.0002891,-0.00049377,-0.00048846
0.0002892,-0.00049366,-0.00048836
0.0002893,-0.00049356,-0.00048825
0.0002894,-0.00049346,-0.00048815
0.0002895,-0.00049336,-0.00048805
0.0002896,-0.00049326,-0.00048795
0.0002897,-0.00049316,-0.00048785
0.0002898,-0.00049305,-0.00048775
0.0002899,-0.00049295,-0.00048765
0.00029,-0.00049285,-0.00048755
0.0002901,-0.00049275,-0.00048745
0.0002902,-0.00049265,-0.00048735
0.0002903,-0.00049255,-0.00048725
0.0002904,-0.00049244,-0.00048715
0.0002905,-0.00049234,-0.00048705
0.0002906,-0.00049224,-0.00048695
0.0002907,-0.00049214,-0.00048685
0.0002908,-0.00049204,-0.00048675
0.0002909,-0.00049194,-0.00048665
0.000291,-0.00049183,-0.00048655
0.0002911,-0.00049173,-0.00048645
0.0002912,-0.00049163,-0.00048635
0.0002913,-0.00049153,-0.00048625
0.0002914,-0.00049143,-0.00048615
0.0002915,-0.00049133,-0.00048605
0.0002916,-0.00049123,-0.00048594
0.0002917,-0.00049113,-0.00048584
0.0002918,-0.00049102,-0.00048574
0.0002919,-0.00049092,-0.00048564
0.000292,-0.00049082,-0.00048554
0.0002921,-0.00049072,-0.00048544
0.0002922,-0.00049062,-0.00048534
0.0002923,-0.00049052,-0.00048524
0.0002924,-0.00049042,-0.00048514
0.0002925,-0.00049032,-0.00048504
0.0002926,-0.00049022,-0.00048494
0.0002927,-0.00049011,-0.00048484
0.0002928,-0.00049001,-0.00048474
0.0002929,-0.00048991,-0.00048464
0.000293,-0.00048981,-0.00048454
0.0002931,-0.00048971,-0.00048444
0.0002932,-0.00048961,-0.00048434
0.0002933,-0.00048951,-0.00048424
0.0002934,-0.00048941,-0.00048414
0.0002935,-0.00048931,-0.00048404
0.0002936,-0.00048921,-0.00048395
0.0002937,-0.0004891,-0.00048385
0.0002938,-0.000489,-0.00048375
0.0002939,-0.0004889,-0.00048365
0.000294,-0.0004888,-0.00048355
0.0002941,-0.0004887,-0.00048345
0.0002942,-0.0004886,-0.00048335
0.0002943,-0.0004885,-0.00048325
0.0002944,-0.0004884,-0.00048315
0.0002945,-0.0004883,-0.00048305
0.0002946,-0.0004882,-0.00048295
0.0002947,-0.0004881,-0.00048285
0.0002948,-0.000488,-0.00048275
0.0002949,-0.0004879,-0.00048265
0.000295,-0.0004878,-0.00048255
0.0002951,-0.00048769,-0.00048245
0.0002952,-0.00048759,-0.00048235
0.0002953,-0.00048749,-0.00048225
0.0002954,-0.00048739,-0.00048215
0.0002955,-0.00048729,-0.00048205
0.0002956,-0.00048719,-0.00048195
0.0002957,-0.00048709,-0.00048185
0.0002958,-0.00048699,-0.00048175
0.0002959,-0.00048689,-0.00048166
0.000296,-0.00048679,-0.00048156
0.0002961,-0.00048669,-0.00048146
0.0002962,-0.00048659,-0.00048136
0.0002963,-0.00048649,-0.00048126
0.0002964,-0.00048639,-0.00048116
0.0002965,-0.00048629,-0.00048106
0.0002966,-0.00048619,-0.00048096
0.0002967,-0.00048609,-0.00048086
0.0002968,-0.00048599,-0.00048076
0.0002969,-0.00048589,-0.00048066
0.000297,-0.00048579,-0.00048056
0.0002971,-0.00048569,-0.00048047
0.0002972,-0.00048559,-0.00048037
0.0002973,-0.00048549,-0.00048027
0.0002974,-0.00048539,-0.00048017
0.0002975,-0.00048529,-0.00048007
0.0002976,-0.00048519,-0.00047997
0.0002977,-0.00048509,-0.00047987
0.0002978,-0.00048499,-0.00047977
0.0002979,-0.00048489,-0.00047967
0.000298,-0.00048479,-0.00047957
0.0002981,-0.00048469,-0.00047948
0.0002982,-0.00048459,-0.00047938
0.0002983,-0.00048449,-0.00047928
0.0002984,-0.00048439,-0.00047918
0.0002985,-0.00048429,-0.00047908
0.0002986,-0.00048419,-0.00047898
0.0002987,-0.00048409,-0.00047888
0.0002988,-0.00048399,-0.00047878
0.0002989,-0.00048389,-0.00047869
0.000299,-0.00048379,-0.00047859
0.0002991,-0.00048369,-0.00047849
0.0002992,-0.00048359,-0.00047839
0.0002993,-0.00048349,-0.00047829
0.0002994,-0.00048339,-0.00047819
0.0002995,-0.00048329,-0.00047809
0.0002996,-0.00048319,-0.000478
0.0002997,-0.00048309,-0.0004779
0.0002998,-0.00048299,-0.0004778
0.0002999,-0.00048289,-0.0004777
0.0003,-0.00048279,-0.0004776
0.0003001,-0.00048269,-0.0004775
0.0003002,-0.00048259,-0.0004774
0.0003003,-0.00048249,-0.00047731
0.0003004,-0.00048239,-0.00047721
0.0003005,-0.00048229,-0.00047711
0.0003006,-0.0004822,-0.00047701
0.0003007,-0.0004821,-0.00047691
0.0003008,-0.000482,-0.00047681
0.0003009,-0.0004819,-0.00047672
0.000301,-0.0004818,-0.00047662
0.0003011,-0.0004817,-0.00047652
0.0003012,-0.0004816,-0.00047642
0.0003013,-0.0004815,-0.00047632
0.0003014,-0.0004814,-0.00047622
0.0003015,-0.0004813,-0.00047613
0.0003016,-0.0004812,-0.00047603
0.0003017,-0.0004811,-0.00047593
0.0003018,-0.000481,-0.00047583
0.0003019,-0.0004809,-0.00047573
0.000302,-0.00048081,-0.00047564
0.0003021,-0.00048071,-0.00047554
0.0003022,-0.00048061,-0.00047544
0.0003023,-0.00048051,-0.00047534
0.0003024,-0.00048041,-0.00047524
0.0003025,-0.00048031,-0.00047515
0.0003026,-0.00048021,-0.00047505
0.0003027,-0.00048011,-0.00047495
0.0003028,-0.00048001,-0.00047485
0.0003029,-0.00047991,-0.00047475
0.000303,-0.00047982,-0.00047466
0.0003031,-0.00047972,-0.00047456
0.0003032,-0.00047962,-0.00047446
0.0003033,-0.00047952,-0.00047436
0.0003034,-0.00047942,-0.00047426
0.0003035,-0.00047932,-0.00047417
0.0003036,-0.00047922,-0.00047407
0.0003037,-0.00047912,-0.00047397
0.0003038,-0.00047902,-0.00047387
0.0003039,-0.00047893,-0.00047378
0.000304,-0.00047883,-0.00047368
0.0003041,-0.00047873,-0.00047358
0.0003042,-0.00047863,-0.00047348
0.0003043,-0.00047853,-0.00047339
0.0003044,-0.00047843,-0.00047329
0.0003045,-0.00047833,-0.00047319
0.0003046,-0.00047823,-0.00047309
0.0003047,-0.00047814,-0.000473
0.0003048,-0.00047804,-0.0004729
0.0003049,-0.00047794,-0.0004728
0.000305,-0.00047784,-0.0004727
0.0003051,-0.00047774,-0.00047261
0.0003052,-0.00047764,-0.00047251
0.0003053,-0.00047755,-0.00047241
0.0003054,-0.00047745,-0.00047231
0.0003055,-0.00047735,-0.00047222
0.0003056,-0.00047725,-0.00047212
0.0003057,-0.00047715,-0.00047202
0.0003058,-0.00047705,-0.00047192
0.0003059,-0.00047695,-0.00047183
0.000306,-0.00047686,-0.00047173
0.0003061,-0.00047676,-0.00047163
0.0003062,-0.00047666,-0.00047153
0.0003063,-0.00047656,-0.00047144
0.0003064,-0.00047646,-0.00047134
0.0003065,-0.00047637,-0.00047124
0.0003066,-0.00047627,-0.00047115
0.0003067,-0.00047617,-0.00047105
0.0003068,-0.00047607,-0.00047095
0.0003069,-0.00047597,-0.00047085
0.000307,-0.00047587,-0.00047076
0.0003071,-0.00047578,-0.00047066
0.0003072,-0.00047568,-0.00047056
0.0003073,-0.00047558,-0.00047047
0.0003074,-0.00047548,-0.00047037
0.0003075,-0.00047538,-0.00047027
0.0003076,-0.00047529,-0.00047018
0.0003077,-0.00047519,-0.00047008
0.0003078,-0.00047509,-0.00046998
0.0003079,-0.00047499,-0.00046988
0.000308,-0.00047489,-0.00046979
0.0003081,-0.0004748,-0.00046969
0.0003082,-0.0004747,-0.00046959
0.0003083,-0.0004746,-0.0004695
0.0003084,-0.0004745,-0.0004694
0.0003085,-0.0004744,-0.0004693
0.0003086,-0.00047431,-0.00046921
0.0003087,-0.00047421,-0.00046911
0.0003088,-0.00047411,-0.00046901
0.0003089,-0.00047401,-0.00046892
0.000309,-0.00047392,-0.00046882
0.0003091,-0.00047382,-0.00046872
0.0003092,-0.00047372,-0.00046863
0.0003093,-0.00047362,-0.00046853
0.0003094,-0.00047353,-0.00046843
0.0003095,-0.00047343,-0.00046834
0.0003096,-0.00047333,-0.00046824
0.0003097,-0.00047323,-0.00046814
0.0003098,-0.00047313,-0.00046805
0.0003099,-0.00047304,-0.00046795
0.00031,-0.00047294,-0.00046785
0.0003101,-0.00047284,-0.00046776
0.0003102,-0.00047274,-0.00046766
0.0003103,-0.00047265,-0.00046757
0.0003104,-0.00047255,-0.00046747
0.0003105,-0.00047245,-0.00046737
0.0003106,-0.00047236,-0.00046728
0.0003107,-0.00047226,-0.00046718
0.0003108,-0.00047216,-0.00046708
0.0003109,-0.00047206,-0.00046699
0.000311,-0.00047197,-0.00046689
0.0003111,-0.00047187,-0.00046679
0.0003112,-0.00047177,-0.0004667
0.0003113,-0.00047167,-0.0004666
0.0003114,-0.00047158,-0.00046651
0.0003115,-0.00047148,-0.00046641
0.0003116,-0.00047138,-0.00046631
0.0003117,-0.00047128,-0.00046622
0.0003118,-0.00047119,-0.00046612
0.0003119,-0.00047109,-0.00046603
0.000312,-0.00047099,-0.00046593
0.0003121,-0.0004709,-0.00046583
0.0003122,-0.0004708,-0.00046574
0.0003123,-0.0004707,-0.00046564
0.0003124,-0.00047061,-0.00046554
0.0003125,-0.00047051,-0.00046545
0.0003126,-0.00047041,-0.00046535
0.0003127,-0.00047031,-0.00046526
0.0003128,-0.00047022,-0.00046516
0.0003129,-0.00047012,-0.00046507
0.000313,-0.00047002,-0.00046497
0.0003131,-0.00046993,-0.00046487
0.0003132,-0.00046983,-0.00046478
0.0003133,-0.00046973,-0.00046468
0.0003134,-0.00046964,-0.00046459
0.0003135,-0.00046954,-0.00046449
0.0003136,-0.00046944,-0.00046439
0.0003137,-0.00046935,-0.0004643
0.0003138,-0.00046925,-0.0004642
0.0003139,-0.00046915,-0.00046411
0.000314,-0.00046906,-0.00046401
0.0003141,-0.00046896,-0.00046392
0.0003142,-0.00046886,-0.00046382
0.0003143,-0.00046877,-0.00046372
0.0003144,-0.00046867,-0.00046363
0.0003145,-0.00046857,-0.00046353
0.0003146,-0.00046848,-0.00046344
0.0003147,-0.00046838,-0.00046334
0.0003148,-0.00046828,-0.00046325
0.0003149,-0.00046819,-0.00046315
0.000315,-0.00046809,-0.00046306
0.0003151,-0.00046799,-0.00046296
0.0003152,-0.0004679,-0.00046287
0.0003153,-0.0004678,-0.00046277
0.0003154,-0.0004677,-0.00046267
0.0003155,-0.00046761,-0.00046258
0.0003156,-0.00046751,-0.00046248
0.0003157,-0.00046741,-0.00046239
0.0003158,-0.00046732,-0.00046229
0.0003159,-0.00046722,-0.0004622
0.000316,-0.00046712,-0.0004621
0.0003161,-0.00046703,-0.00046201
0.0003162,-0.00046693,-0.00046191
0.0003163,-0.00046684,-0.00046182
0.0003164,-0.00046674,-0.00046172
0.0003165,-0.00046664,-0.00046163
0.0003166,-0.00046655,-0.00046153
0.0003167,-0.00046645,-0.00046144
0.0003168,-0.00046636,-0.00046134
0.0003169,-0.00046626,-0.00046125
0.000317,-0.00046616,-0.00046115
0.0003171,-0.00046607,-0.00046106
0.0003172,-0.00046597,-0.00046096
0.0003173,-0.00046587,-0.00046087
0.0003174,-0.00046578,-0.00046077
0.0003175,-0.00046568,-0.00046068
0.0003176,-0.00046559,-0.00046058
0.0003177,-0.00046549,-0.00046049
0.0003178,-0.00046539,-0.00046039
0.0003179,-0.0004653,-0.0004603
0.000318,-0.0004652,-0.0004602
0.0003181,-0.00046511,-0.00046011
0.0003182,-0.00046501,-0.00046001
0.0003183,-0.00046492,-0.00045992
0.0003184,-0.00046482,-0.00045982
0.0003185,-0.00046472,-0.00045973
0.0003186,-0.00046463,-0.00045963
0.0003187,-0.00046453,-0.00045954
0.0003188,-0.00046444,-0.00045944
0.0003189,-0.00046434,-0.00045935
0.000319,-0.00046424,-0.00045925
0.0003191,-0.00046415,-0.00045916
0.0003192,-0.00046405,-0.00045906
0.0003193,-0.00046396,-0.00045897
0.0003194,-0.00046386,-0.00045887
0.0003195,-0.00046377,-0.00045878
0.0003196,-0.00046367,-0.00045868
0.0003197,-0.00046357,-0.00045859
0.0003198,-0.00046348,-0.0004585
0.0003199,-0.00046338,-0.0004584
0.00032,-0.00046329,-0.00045831
0.0003201,-0.00046319,-0.00045821
0.0003202,-0.0004631,-0.00045812
0.0003203,-0.000463,-0.00045802
0.0003204,-0.00046291,-0.00045793
0.0003205,-0.00046281,-0.00045783
0.0003206,-0.00046272,-0.00045774
0.0003207,-0.00046262,-0.00045765
0.0003208,-0.00046252,-0.00045755
0.0003209,-0.00046243,-0.00045746
0.000321,-0.00046233,-0.00045736
0.0003211,-0.00046224,-0.00045727
0.0003212,-0.00046214,-0.00045717
0.0003213,-0.00046205,-0.00045708
0.0003214,-0.00046195,-0.00045699
0.0003215,-0.00046186,-0.00045689
0.0003216,-0.00046176,-0.0004568
0.0003217,-0.00046167,-0.0004567
0.0003218,-0.00046157,-0.00045661
0.0003219,-0.00046148,-0.00045651
0.000322,-0.00046138,-0.00045642
0.0003221,-0.00046129,-0.00045633
0.0003222,-0.00046119,-0.00045623
0.0003223,-0.0004611,-0.00045614
0.0003224,-0.000461,-0.00045604
0.0003225,-0.00046091,-0.00045595
0.0003226,-0.00046081,-0.00045586
0.0003227,-0.00046072,-0.00045576
0.0003228,-0.00046062,-0.00045567
0.0003229,-0.00046053,-0.00045557
0.000323,-0.00046043,-0.00045548
0.0003231,-0.00046034,-0.00045539
0.0003232,-0.00046024,-0.00045529
0.0003233,-0.00046015,-0.0004552
0.0003234,-0.00046005,-0.00045511
0.0003235,-0.00045996,-0.00045501
0.0003236,-0.00045986,-0.00045492
0.0003237,-0.00045977,-0.00045482
0.0003238,-0.00045967,-0.00045473
0.0003239,-0.00045958,-0.00045464
0.000324,-0.00045948,-0.00045454
0.0003241,-0.00045939,-0.00045445
0.0003242,-0.00045929,-0.00045435
0.0003243,-0.0004592,-0.00045426
0.0003244,-0.0004591,-0.00045417
0.0003245,-0.00045901,-0.00045407
0.0003246,-0.00045891,-0.00045398
0.0003247,-0.00045882,-0.00045389
0.0003248,-0.00045873,-0.00045379
0.0003249,-0.00045863,-0.0004537
0.000325,-0.00045854,-0.00045361
0.0003251,-0.00045844,-0.00045351
0.0003252,-0.00045835,-0.00045342
0.0003253,-0.00045825,-0.00045333
0.0003254,-0.00045816,-0.00045323
0.0003255,-0.00045806,-0.00045314
0.0003256,-0.00045797,-0.00045305
0.0003257,-0.00045788,-0.00045295
0.0003258,-0.00045778,-0.00045286
0.0003259,-0.00045769,-0.00045277
0.000326,-0.00045759,-0.00045267
0.0003261,-0.0004575,-0.00045258
0.0003262,-0.0004574,-0.00045249
0.0003263,-0.00045731,-0.00045239
0.0003264,-0.00045721,-0.0004523
0.0003265,-0.00045712,-0.00045221
0.0003266,-0.00045703,-0.00045211
0.0003267,-0.00045693,-0.00045202
0.0003268,-0.00045684,-0.00045193
0.0003269,-0.00045674,-0.00045183
0.000327,-0.00045665,-0.00045174
0.0003271,-0.00045656,-0.00045165
0.0003272,-0.00045646,-0.00045155
0.0003273,-0.00045637,-0.00045146
0.0003274,-0.00045627,-0.00045137
0.0003275,-0.00045618,-0.00045127
0.0003276,-0.00045609,-0.00045118
0.0003277,-0.00045599,-0.00045109
0.0003278,-0.0004559,-0.00045099
0.0003279,-0.0004558,-0.0004509
0.000328,-0.00045571,-0.00045081
0.0003281,-0.00045562,-0.00045072
0.0003282,-0.00045552,-0.00045062
0.0003283,-0.00045543,-0.00045053
0.0003284,-0.00045533,-0.00045044
0.0003285,-0.00045524,-0.00045034
0.0003286,-0.00045515,-0.00045025
0.0003287,-0.00045505,-0.00045016
0.0003288,-0.00045496,-0.00045007
0.0003289,-0.00045486,-0.00044997
0.000329,-0.00045477,-0.00044988
0.0003291,-0.00045468,-0.00044979
0.0003292,-0.00045458,-0.00044969
0.0003293,-0.00045449,-0.0004496
0.0003294,-0.0004544,-0.00044951
0.0003295,-0.0004543,-0.00044942
0.0003296,-0.00045421,-0.00044932
0.0003297,-0.00045411,-0.00044923
0.0003298,-0.00045402,-0.00044914
0.0003299,-0.00045393,-0.00044905
0.00033,-0.00045383,-0.00044895
0.0003301,-0.00045374,-0.00044886
0.0003302,-0.00045365,-0.00044877
0.0003303,-0.00045355,-0.00044868
0.0003304,-0.00045346,-0.00044858
0.0003305,-0.00045337,-0.00044849
0.0003306,-0.00045327,-0.0004484
0.0003307,-0.00045318,-0.00044831
0.0003308,-0.00045309,-0.00044821
0.0003309,-0.00045299,-0.00044812
0.000331,-0.0004529,-0.00044803
0.0003311,-0.00045281,-0.00044794
0.0003312,-0.00045271,-0.00044784
0.0003313,-0.00045262,-0.00044775
0.0003314,-0.00045253,-0.00044766
0.0003315,-0.00045243,-0.00044757
0.0003316,-0.00045234,-0.00044748
0.0003317,-0.00045225,-0.00044738
0.0003318,-0.00045215,-0.00044729
0.0003319,-0.00045206,-0.0004472
0.000332,-0.00045197,-0.00044711
0.0003321,-0.00045187,-0.00044701
0.0003322,-0.00045178,-0.00044692
0.0003323,-0.00045169,-0.00044683
0.0003324,-0.00045159,-0.00044674
0.0003325,-0.0004515,-0.00044665
0.0003326,-0.00045141,-0.00044655
0.0003327,-0.00045131,-0.00044646
0.0003328,-0.00045122,-0.00044637
0.0003329,-0.00045113,-0.00044628
0.000333,-0.00045104,-0.00044619
0.0003331,-0.00045094,-0.00044609
0.0003332,-0.00045085,-0.000446
0.0003333,-0.00045076,-0.00044591
0.0003334,-0.00045066,-0.00044582
0.0003335,-0.00045057,-0.00044573
0.0003336,-0.00045048,-0.00044563
0.0003337,-0.00045038,-0.00044554
0.0003338,-0.00045029,-0.00044545
0.0003339,-0.0004502,-0.00044536
0.000334,-0.00045011,-0.00044527
0.0003341,-0.00045001,-0.00044517
0.0003342,-0.00044992,-0.00044508
0.0003343,-0.00044983,-0.00044499
0.0003344,-0.00044974,-0.0004449
0.0003345,-0.00044964,-0.00044481
0.0003346,-0.00044955,-0.00044472
0.0003347,-0.00044946,-0.00044462
0.0003348,-0.00044936,-0.00044453
0.0003349,-0.00044927,-0.00044444
0.000335,-0.00044918,-0.00044435
0.0003351,-0.00044909,-0.00044426
0.0003352,-0.00044899,-0.00044417
0.0003353,-0.0004489,-0.00044407
0.0003354,-0.00044881,-0.00044398
0.0003355,-0.00044872,-0.00044389
0.0003356,-0.00044862,-0.0004438
0.0003357,-0.00044853,-0.00044371
0.0003358,-0.00044844,-0.00044362
0.0003359,-0.00044835,-0.00044353
0.000336,-0.00044825,-0.00044343
0.0003361,-0.00044816,-0.00044334
0.0003362,-0.00044807,-0.00044325
0.0003363,-0.00044798,-0.00044316
0.0003364,-0.00044788,-0.00044307
0.0003365,-0.00044779,-0.00044298
0.0003366,-0.0004477,-0.00044289
0.0003367,-0.00044761,-0.00044279
0.0003368,-0.00044752,-0.0004427
0.0003369,-0.00044742,-0.00044261
0.000337,-0.00044733,-0.00044252
0.0003371,-0.00044724,-0.00044243
0.0003372,-0.00044715,-0.00044234
0.0003373,-0.00044705,-0.00044225
0.0003374,-0.00044696,-0.00044216
0.0003375,-0.00044687,-0.00044206
0.0003376,-0.00044678,-0.00044197
0.0003377,-0.00044669,-0.00044188
0.0003378,-0.00044659,-0.00044179
0.0003379,-0.0004465,-0.0004417
0.000338,-0.00044641,-0.00044161
0.0003381,-0.00044632,-0.00044152
0.0003382,-0.00044623,-0.00044143
0.0003383,-0.00044613,-0.00044134
0.0003384,-0.00044604,-0.00044125
0.0003385,-0.00044595,-0.00044115
0.0003386,-0.00044586,-0.00044106
0.0003387,-0.00044577,-0.00044097
0.0003388,-0.00044567,-0.00044088
0.0003389,-0.00044558,-0.00044079
0.000339,-0.00044549,-0.0004407
0.0003391,-0.0004454,-0.00044061
0.0003392,-0.00044531,-0.00044052
0.0003393,-0.00044521,-0.00044043
0.0003394,-0.00044512,-0.00044034
0.0003395,-0.00044503,-0.00044025
0.0003396,-0.00044494,-0.00044015
0.0003397,-0.00044485,-0.00044006
0.0003398,-0.00044476,-0.00043997
0.0003399,-0.00044466,-0.00043988
0.00034,-0.00044457,-0.00043979
0.0003401,-0.00044448,-0.0004397
0.0003402,-0.00044439,-0.00043961
0.0003403,-0.0004443,-0.00043952
0.0003404,-0.00044421,-0.00043943
0.0003405,-0.00044411,-0.00043934
0.0003406,-0.00044402,-0.00043925
0.0003407,-0.00044393,-0.00043916
0.0003408,-0.00044384,-0.00043907
0.0003409,-0.00044375,-0.00043898
0.000341,-0.00044366,-0.00043889
0.0003411,-0.00044356,-0.0004388
0.0003412,-0.00044347,-0.0004387
0.0003413,-0.00044338,-0.00043861
0.0003414,-0.00044329,-0.00043852
0.0003415,-0.0004432,-0.00043843
0.0003416,-0.00044311,-0.00043834
0.0003417,-0.00044302,-0.00043825
0.0003418,-0.00044293,-0.00043816
0.0003419,-0.00044283,-0.00043807
0.000342,-0.00044274,-0.00043798
0.0003421,-0.00044265,-0.00043789
0.0003422,-0.00044256,-0.0004378
0.0003423,-0.00044247,-0.00043771
0.0003424,-0.00044238,-0.00043762
0.0003425,-0.00044229,-0.00043753
0.0003426,-0.0004422,-0.00043744
0.0003427,-0.0004421,-0.00043735
0.0003428,-0.00044201,-0.00043726
0.0003429,-0.00044192,-0.00043717
0.000343,-0.00044183,-0.00043708
0.0003431,-0.00044174,-0.00043699
0.0003432,-0.00044165,-0.0004369
0.0003433,-0.00044156,-0.00043681
0.0003434,-0.00044147,-0.00043672
0.0003435,-0.00044138,-0.00043663
0.0003436,-0.00044128,-0.00043654
0.0003437,-0.00044119,-0.00043645
0.0003438,-0.0004411,-0.00043636
0.0003439,-0.00044101,-0.00043627
0.000344,-0.00044092,-0.00043618
0.0003441,-0.00044083,-0.00043609
0.0003442,-0.00044074,-0.000436
0.0003443,-0.00044065,-0.00043591
0.0003444,-0.00044056,-0.00043582
0.0003445,-0.00044047,-0.00043573
0.0003446,-0.00044038,-0.00043564
0.0003447,-0.00044028,-0.00043555
0.0003448,-0.00044019,-0.00043546
0.0003449,-0.0004401,-0.00043537
0.000345,-0.00044001,-0.00043528
0.0003451,-0.00043992,-0.00043519
0.0003452,-0.00043983,-0.0004351
0.0003453,-0.00043974,-0.00043501
0.0003454,-0.00043965,-0.00043492
0.0003455,-0.00043956,-0.00043483
0.0003456,-0.00043947,-0.00043474
0.0003457,-0.00043938,-0.00043465
0.0003458,-0.00043929,-0.00043456
0.0003459,-0.0004392,-0.00043447
0.000346,-0.00043911,-0.00043438
0.0003461,-0.00043902,-0.0004343
0.0003462,-0.00043893,-0.00043421
0.0003463,-0.00043883,-0.00043412
0.0003464,-0.00043874,-0.00043403
0.0003465,-0.00043865,-0.00043394
0.0003466,-0.00043856,-0.00043385
0.0003467,-0.00043847,-0.00043376
0.0003468,-0.00043838,-0.00043367
0.0003469,-0.00043829,-0.00043358
0.000347,-0.0004382,-0.00043349
0.0003471,-0.00043811,-0.0004334
0.0003472,-0.00043802,-0.00043331
0.0003473,-0.00043793,-0.00043322
0.0003474,-0.00043784,-0.00043313
0.0003475,-0.00043775,-0.00043304
0.0003476,-0.00043766,-0.00043295
0.0003477,-0.00043757,-0.00043286
0.0003478,-0.00043748,-0.00043278
0.0003479,-0.00043739,-0.00043269
0.000348,-0.0004373,-0.0004326
0.0003481,-0.00043721,-0.00043251
0.0003482,-0.00043712,-0.00043242
0.0003483,-0.00043703,-0.00043233
0.0003484,-0.00043694,-0.00043224
0.0003485,-0.00043685,-0.00043215
0.0003486,-0.00043676,-0.00043206
0.0003487,-0.00043667,-0.00043197
0.0003488,-0.00043658,-0.00043188
0.0003489,-0.00043649,-0.00043179
0.000349,-0.0004364,-0.00043171
0.0003491,-0.00043631,-0.00043162
0.0003492,-0.00043622,-0.00043153
